id_venta,id_cliente,id_producto,fecha,cantidad,precio_total
640,41,48,2023-01-13,3.0,2737.6
641,170,46,2023-02-21,3.0,3202.65
642,946,14,2023-02-27,2.0,2633.05
643,212,33,2023-02-06,2.0,2198.68
644,493,35,2023-03-20,1.0,1000.28
645,680,39,2023-03-17,4.0,2466.69
646,39,47,2023-03-02,3.0,2036.01
647,369,20,2023-03-20,2.0,3988.04
648,757,2,2023-02-03,2.0,3829.84
649,151,41,2023-03-11,4.0,713.29
650,111,19,2023-01-17,4.0,488.17
651,480,37,2023-01-20,1.0,4545.36
652,436,18,2023-03-14,4.0,2700.77
653,47,16,2023-02-28,1.0,4296.11
654,575,4,2023-03-10,1.0,337.85
655,737,12,2023-03-28,4.0,2656.25
656,366,29,2023-02-02,4.0,2720.16
657,69,7,2023-03-19,4.0,4310.48
658,299,14,2023-01-17,4.0,533.17
659,944,12,2023-02-26,4.0,1240.21
660,802,35,2023-03-24,1.0,2062.36
661,296,5,2023-01-01,2.0,4335.92
662,203,17,2023-01-13,3.0,4697.47
663,61,42,2023-01-27,3.0,4963.99
664,946,32,2023-03-11,1.0,4798.01
665,963,10,2023-02-28,1.0,79.41
666,830,43,2023-01-06,2.0,286.16
667,314,17,2023-01-23,4.0,780.65
668,161,5,2023-01-10,1.0,1776.87
669,331,45,2023-02-20,3.0,4158.09
670,528,42,2023-01-19,4.0,4468.65
671,338,9,2023-02-20,1.0,974.83
672,606,49,2023-03-28,4.0,3117.34
673,304,33,2023-03-09,3.0,4590.94
674,503,36,2023-03-25,4.0,2345.47
675,650,36,2023-03-24,1.0,562.54
676,338,18,2023-02-11,1.0,2316.18
677,550,9,2023-02-26,3.0,1910.18
678,639,29,2023-03-09,2.0,2909.41
679,275,50,2023-02-07,2.0,2221.36
680,164,14,2023-03-03,4.0,135.86
681,443,25,2023-01-07,1.0,4970.29
682,319,15,2023-03-12,1.0,2740.52
683,589,6,2023-02-19,3.0,2394.47
684,504,42,2023-02-21,3.0,4775.36
685,686,29,2023-01-26,1.0,821.51
686,387,15,2023-01-26,3.0,986.73
687,970,29,2023-01-19,2.0,4049.67
688,870,4,2023-01-09,2.0,1341.11
689,833,18,2023-03-02,4.0,4006.17
690,888,50,2023-01-20,3.0,1394.09
691,603,49,2023-02-19,4.0,214.28
692,750,44,2023-03-21,3.0,2609.22
693,776,39,2023-03-22,3.0,1023.6
694,691,16,2023-01-22,2.0,3801.34
695,494,11,2023-01-13,1.0,3223.94
696,490,14,2023-01-12,3.0,4621.83
697,721,3,2023-01-10,3.0,3925.79
698,73,50,2023-03-06,3.0,944.84
699,509,42,2023-01-30,1.0,4010.78
700,390,38,2023-01-08,4.0,3226.6
701,619,45,2023-01-21,4.0,3361.31
702,857,42,2023-01-22,3.0,4169.7
703,295,18,2023-01-18,3.0,2890.43
704,369,20,2023-03-07,4.0,2356.72
705,956,48,2023-02-17,4.0,3201.37
706,796,25,2023-02-13,2.0,1524.89
707,865,38,2023-01-09,3.0,953.86
708,694,13,2023-03-08,4.0,3102.11
709,549,4,2023-02-23,2.0,1207.55
710,649,14,2023-01-26,1.0,445.58
711,850,33,2023-03-26,3.0,52.74
712,568,28,2023-01-26,4.0,3061.18
713,187,37,2023-02-03,3.0,1842.64
714,853,8,2023-01-08,2.0,3773.94
715,770,44,2023-01-10,4.0,1907.12
716,445,34,2023-02-17,1.0,2455.72
717,570,44,2023-02-24,1.0,2065.07
718,363,5,2023-02-23,2.0,3270.35
719,123,5,2023-03-19,1.0,1812.89
720,188,31,2023-02-09,1.0,4820.65
721,742,45,2023-01-15,1.0,4683.93
722,680,9,2023-03-22,1.0,4247.74
723,420,42,2023-01-18,1.0,4605.49
724,626,32,2023-01-23,1.0,2273.24
725,252,33,2023-03-03,1.0,2705.33
726,619,3,2023-02-15,4.0,3723.36
727,549,30,2023-03-28,1.0,3495.92
728,335,50,2023-02-08,4.0,4458.86
729,92,12,2023-01-15,3.0,3595.84
730,530,29,2023-02-22,2.0,4989.53
731,866,3,2023-03-29,1.0,1775.1
732,63,26,2023-03-05,2.0,4173.34
733,662,30,2023-03-04,1.0,3503.29
734,512,9,2023-03-21,4.0,3472.36
735,139,26,2023-01-16,1.0,1662.89
736,698,2,2023-03-11,3.0,3938.73
737,185,3,2023-03-07,2.0,4506.86
738,205,46,2023-01-13,2.0,1131.81
739,772,4,2023-02-16,3.0,3146.21
740,214,25,2023-01-09,4.0,1991.07
741,256,13,2023-03-04,4.0,4948.26
742,135,39,2023-02-03,3.0,2420.22
743,573,44,2023-03-22,2.0,1180.18
744,875,35,2023-01-29,1.0,1940.2
745,822,23,2023-02-06,4.0,3286.5
746,88,9,2023-02-12,1.0,426.64
747,836,2,2023-03-27,2.0,3037.83
748,988,41,2023-03-05,1.0,4659.56
749,207,44,2023-01-24,3.0,4259.3
750,129,31,2023-03-12,4.0,384.98
751,823,44,2023-02-03,4.0,4967.28
752,3,47,2023-02-17,3.0,3508.7
753,974,2,2023-01-12,3.0,853.29
754,934,32,2023-01-23,4.0,111.46
755,754,18,2023-03-20,4.0,897.85
756,121,13,2023-01-13,4.0,4198.97
757,385,46,2023-03-28,2.0,157.11
758,614,5,2023-02-14,2.0,1204.08
759,38,42,2023-03-06,2.0,3798.66
760,341,44,2023-02-16,1.0,2951.25
761,925,10,2023-02-27,2.0,3924.54
762,645,43,2023-01-05,4.0,3743.44
763,714,25,2023-03-18,2.0,300.48
764,860,34,2023-01-05,4.0,4467.93
765,21,37,2023-03-01,3.0,1173.81
766,242,30,2023-01-21,1.0,2789.29
767,455,7,2023-01-24,1.0,3239.23
768,963,6,2023-01-18,3.0,884.71
769,621,3,2023-01-21,4.0,4882.34
770,303,13,2023-02-23,1.0,2466.37
771,596,3,2023-01-10,2.0,335.33
772,595,26,2023-01-24,4.0,4689.45
773,803,24,2023-03-26,1.0,2952.03
774,964,6,2023-03-30,3.0,3511.01
775,69,43,2023-03-01,4.0,2649.62
776,129,49,2023-02-26,1.0,4181.95
777,196,42,2023-01-23,3.0,214.01
778,140,12,2023-01-22,4.0,1378.47
779,444,49,2023-03-09,2.0,2374.76
780,283,36,2023-02-03,4.0,429.19
781,312,2,2023-03-11,2.0,3544.24
782,746,11,2023-01-28,4.0,1998.63
783,535,39,2023-02-08,3.0,1399.71
784,665,34,2023-02-11,2.0,66.73
785,277,26,2023-01-23,2.0,3613.16
786,61,18,2023-03-11,4.0,4177.36
787,319,21,2023-03-21,1.0,2005.45
788,890,36,2023-01-02,2.0,2842.88
789,52,40,2023-01-24,4.0,1177.05
790,856,46,2023-01-17,3.0,3129.88
791,153,44,2023-03-06,4.0,110.08
792,749,22,2023-03-11,4.0,2468.79
793,311,30,2023-03-10,2.0,3238.82
794,814,50,2023-03-01,1.0,4595.05
795,544,43,2023-02-19,3.0,1937.61
796,567,30,2023-01-12,2.0,3837.69
797,864,8,2023-02-16,2.0,3008.55
798,389,34,2023-03-08,2.0,4638.71
799,548,47,2023-03-06,3.0,2021.97
800,622,9,2023-01-27,1.0,1629.52
801,177,20,2023-02-17,3.0,4441.35
802,362,40,2023-03-29,3.0,293.76
803,314,25,2023-03-03,1.0,725.11
804,807,19,2023-02-13,3.0,457.9
805,848,5,2023-01-19,4.0,4223.39
806,97,11,2023-02-28,3.0,102.51
807,881,15,2023-01-08,2.0,4315.2
808,213,8,2023-02-24,3.0,2283.78
809,829,19,2023-02-16,2.0,69.93
810,137,23,2023-01-02,3.0,2038.14
811,6,27,2023-02-08,2.0,974.66
812,109,40,2023-02-14,2.0,3140.78
813,547,32,2023-02-01,2.0,3412.83
814,39,26,2023-03-06,1.0,2463.26
815,662,27,2023-02-07,3.0,250.57
816,425,19,2023-03-18,3.0,3297.84
817,630,50,2023-01-11,4.0,4218.09
818,261,42,2023-01-10,4.0,3615.61
819,426,29,2023-02-28,4.0,4158.29
820,87,39,2023-03-31,3.0,1042.52
821,465,41,2023-02-24,1.0,4450.0
822,76,33,2023-01-20,2.0,1644.86
823,471,19,2023-03-22,3.0,116.35
824,976,37,2023-01-17,1.0,4224.79
825,963,19,2023-03-09,1.0,4712.02
826,414,33,2023-01-05,3.0,3295.01
827,825,47,2023-03-01,2.0,1195.61
828,895,16,2023-01-23,1.0,1296.14
829,726,23,2023-02-15,3.0,2359.63
830,457,7,2023-02-21,2.0,4494.26
831,285,26,2023-01-10,4.0,790.51
832,239,32,2023-02-15,1.0,4138.57
833,677,12,2023-01-28,1.0,1491.95
834,599,8,2023-02-12,3.0,4052.5
835,653,5,2023-01-26,3.0,4605.34
836,672,42,2023-02-24,2.0,2166.09
837,558,28,2023-02-17,4.0,1857.0
838,372,5,2023-01-29,4.0,4021.0
839,495,49,2023-01-27,3.0,2670.94
840,624,26,2023-01-18,3.0,3438.02
841,919,5,2023-03-01,2.0,3133.0
842,45,22,2023-03-15,3.0,806.8
843,401,15,2023-03-10,,4231.71
844,247,13,2023-03-15,2.0,1019.09
845,616,28,2023-01-21,4.0,4664.8
846,597,33,2023-01-24,2.0,1290.33
847,450,43,2023-01-03,4.0,3682.71
848,485,23,2023-03-03,4.0,1459.04
849,646,33,2023-01-02,4.0,1623.04
850,620,43,2023-03-07,3.0,1584.51
851,18,18,2023-02-11,4.0,3752.07
852,606,50,2023-02-03,2.0,2806.23
853,662,30,2023-02-11,3.0,4420.61
854,758,26,2023-01-20,2.0,1571.49
855,289,16,2023-03-09,3.0,3475.36
856,414,13,2023-02-14,2.0,3777.1
857,721,39,2023-03-16,1.0,799.84
858,638,33,2023-02-11,1.0,2032.92
859,235,26,2023-02-16,1.0,2439.95
860,416,48,2023-01-05,2.0,1810.65
861,938,1,2023-03-30,3.0,1644.46
862,499,49,2023-02-18,4.0,3447.78
863,974,38,2023-02-06,4.0,1118.54
864,634,2,2023-02-03,2.0,3561.48
865,650,49,2023-03-14,2.0,4678.47
866,115,6,2023-03-11,2.0,2847.73
867,932,46,2023-01-18,2.0,3076.6
868,674,50,2023-03-19,4.0,391.22
869,713,38,2023-01-19,3.0,4329.16
870,234,42,2023-03-19,4.0,1462.97
871,540,24,2023-02-09,2.0,3094.5
872,11,18,2023-01-17,1.0,4896.61
873,206,27,2023-03-01,4.0,2997.74
874,679,41,2023-02-11,1.0,3637.31
875,247,8,2023-03-22,1.0,2254.33
876,559,28,2023-03-13,2.0,348.81
877,758,10,2023-03-06,4.0,3998.12
878,127,17,2023-02-22,3.0,223.24
879,147,29,2023-01-07,4.0,3518.26
880,118,6,2023-01-05,3.0,163.46
881,911,14,2023-01-24,3.0,4318.41
882,382,22,2023-01-28,2.0,830.3
883,412,6,2023-03-03,3.0,2595.64
884,664,26,2023-01-17,4.0,3005.9
885,584,39,2023-01-20,4.0,2314.85
886,363,12,2023-01-03,1.0,1736.78
887,509,35,2023-02-06,3.0,2365.68
888,137,14,2023-03-31,2.0,1591.51
889,175,22,2023-01-15,2.0,2218.71
890,289,23,2023-02-20,4.0,1826.62
891,958,48,2023-02-17,3.0,2852.71
892,481,7,2023-01-08,2.0,1227.72
893,19,40,2023-01-13,3.0,4943.85
894,195,50,2023-02-17,3.0,2529.31
895,330,25,2023-01-03,1.0,1011.1
896,936,13,2023-03-06,2.0,2411.48
897,175,21,2023-03-14,1.0,4338.75
898,449,41,2023-01-31,2.0,157.94
899,925,10,2023-01-26,3.0,3413.79
900,946,9,2023-03-22,2.0,2762.44
901,354,15,2023-02-25,4.0,889.31
902,499,2,2023-02-03,3.0,4096.51
903,141,25,2023-01-09,2.0,1875.98
904,758,13,2023-03-03,1.0,1504.32
905,897,34,2023-01-13,1.0,4149.22
906,930,34,2023-03-10,3.0,3210.7
907,93,35,2023-02-10,1.0,4496.38
908,944,38,2023-03-18,3.0,3167.92
909,239,3,2023-01-01,3.0,3717.05
910,205,42,2023-03-30,3.0,4190.41
911,560,6,2023-02-16,2.0,320.96
912,433,48,2023-01-04,3.0,3891.44
913,245,49,2023-03-04,1.0,3087.85
914,832,19,2023-02-21,4.0,394.06
915,317,3,2023-01-10,2.0,2567.46
916,925,18,2023-01-28,1.0,458.17
917,295,39,2023-01-06,3.0,3692.94
918,640,9,2023-01-27,3.0,2755.18
919,856,12,2023-01-12,4.0,4770.19
920,282,5,2023-03-03,1.0,956.52
921,17,3,2023-02-21,2.0,3049.87
922,71,11,2023-02-17,1.0,1097.33
923,269,30,2023-03-08,3.0,3089.62
924,325,4,2023-02-15,2.0,3627.12
925,794,5,2023-03-15,3.0,3625.41
926,305,1,2023-01-15,3.0,4084.62
927,451,27,2023-03-12,1.0,4275.07
928,7,28,2023-02-05,4.0,432.5
929,314,29,2023-01-14,3.0,1749.17
930,817,18,2023-03-19,1.0,3451.26
931,103,12,2023-01-03,2.0,2518.0
932,821,13,2023-03-08,4.0,993.85
933,193,41,2023-03-27,3.0,2785.91
934,753,2,2023-01-19,3.0,2066.81
935,574,37,2023-03-17,2.0,1980.69
936,529,45,2023-02-23,1.0,4058.28
937,171,16,2023-03-10,3.0,2067.61
938,537,48,2023-01-10,2.0,180.95
939,251,24,2023-02-02,3.0,337.41
940,765,35,2023-01-13,1.0,4288.41
941,387,22,2023-02-20,4.0,4804.97
942,207,36,2023-02-01,1.0,3457.63
943,541,11,2023-03-16,1.0,1853.62
944,629,46,2023-01-24,1.0,4696.07
945,416,29,2023-02-04,2.0,3330.88
946,794,35,2023-03-24,3.0,4229.45
947,380,48,2023-03-11,4.0,3840.97
948,144,15,2023-02-09,2.0,1926.74
949,25,31,2023-02-23,1.0,2419.58
950,822,42,2023-02-13,4.0,971.35
951,668,41,2023-03-03,1.0,1495.47
952,73,43,2023-03-09,1.0,3901.72
953,632,16,2023-02-02,1.0,4475.19
954,824,10,2023-03-18,4.0,3636.08
955,833,49,2023-02-25,3.0,2352.61
956,93,32,2023-02-05,1.0,478.22
957,505,2,2023-02-23,3.0,331.89
958,598,24,2023-01-19,4.0,1902.91
959,336,23,2023-02-12,4.0,2345.92
960,425,2,2023-01-12,1.0,3065.15
961,499,38,2023-01-11,3.0,82.12
962,364,31,2023-03-11,3.0,4949.13
963,947,40,2023-01-12,1.0,1851.5
964,630,26,2023-02-10,2.0,4248.07
965,745,29,2023-01-25,2.0,2698.09
966,199,3,2023-01-03,4.0,695.68
967,718,14,2023-01-03,4.0,3997.95
968,413,25,2023-03-25,2.0,3563.64
969,339,48,2023-01-28,2.0,2660.81
970,659,1,2023-01-23,2.0,2597.04
971,962,3,2023-02-17,1.0,483.02
972,937,26,2023-03-08,1.0,3296.45
973,429,18,2023-02-11,1.0,4560.66
974,783,9,2023-03-29,1.0,511.56
975,899,38,2023-02-09,1.0,1354.38
976,139,23,2023-01-06,1.0,4516.42
977,693,21,2023-01-20,4.0,1457.5
978,942,1,2023-01-11,3.0,3287.02
979,542,21,2023-01-27,4.0,2697.35
980,57,27,2023-01-21,3.0,3001.82
981,232,42,2023-01-13,4.0,2108.16
982,658,6,2023-03-27,4.0,1534.96
983,435,44,2023-02-04,1.0,290.24
984,384,36,2023-02-16,1.0,3734.19
985,560,28,2023-03-27,3.0,3743.16
986,194,45,2023-01-28,3.0,3370.09
987,736,17,2023-01-21,1.0,3235.99
988,648,40,2023-01-18,4.0,1256.4
989,534,3,2023-01-31,3.0,160.61
990,518,12,2023-03-01,2.0,4053.14
991,716,39,2023-02-06,2.0,2481.14
992,751,12,2023-01-21,2.0,1568.85
993,185,2,2023-01-14,3.0,554.56
994,872,46,2023-03-30,1.0,360.47
995,292,22,2023-03-01,1.0,1776.89
996,335,23,2023-01-23,1.0,4033.45
997,732,30,2023-01-29,3.0,4597.68
998,116,5,2023-02-16,3.0,4488.92
999,825,9,2023-01-30,2.0,4604.0
1000,49,21,2023-03-31,3.0,4543.24
1001,685,11,2023-03-25,2.0,2659.76
1002,82,5,2023-02-07,2.0,1136.11
1003,834,35,2023-03-24,1.0,4000.33
1004,333,27,2023-01-27,3.0,1107.88
1005,557,49,2023-03-30,1.0,1372.68
1006,335,2,2023-03-28,1.0,1204.61
1007,532,24,2023-01-15,3.0,2599.16
1008,960,31,2023-02-28,3.0,1643.05
1009,221,33,2023-01-03,4.0,813.07
1010,635,39,2023-01-10,2.0,2293.21
1011,746,30,2023-03-20,4.0,4375.84
1012,733,46,2023-03-21,2.0,2874.24
1013,323,37,2023-01-17,2.0,4397.76
1014,851,28,2023-03-24,2.0,1019.57
1015,3,31,2023-01-11,1.0,876.52
1016,694,11,2023-02-17,1.0,2899.11
1017,206,23,2023-01-05,3.0,2343.48
1018,832,2,2023-03-10,2.0,3317.85
1019,40,40,2023-03-05,2.0,3983.4
1020,59,41,2023-01-14,2.0,3768.97
1021,951,27,2023-02-19,1.0,4714.19
1022,574,35,2023-01-26,3.0,2021.37
1023,644,2,2023-03-13,1.0,1071.61
1024,507,39,2023-03-10,4.0,2777.02
1025,572,37,2023-01-07,4.0,598.18
1026,884,21,2023-01-16,4.0,1479.81
1027,843,5,2023-02-24,3.0,1079.05
1028,122,45,2023-03-19,4.0,2012.99
1029,479,21,2023-02-25,3.0,600.52
1030,619,29,2023-01-04,1.0,207.62
1031,96,20,2023-02-17,1.0,3301.13
1032,859,38,2023-01-17,3.0,3070.73
1033,414,20,2023-02-05,1.0,3556.38
1034,235,50,2023-03-11,1.0,3318.91
1035,898,25,2023-03-21,3.0,615.76
1036,62,2,2023-02-07,4.0,1490.84
1037,256,32,2023-03-03,3.0,691.16
1038,561,26,2023-02-17,2.0,4222.71
1039,905,6,2023-01-10,1.0,3747.17
1040,348,41,2023-02-05,3.0,1047.56
1041,671,3,2023-01-29,1.0,1739.48
1042,124,33,2023-03-19,4.0,4834.74
1043,482,1,2023-01-04,1.0,2991.09
1044,317,5,2023-02-13,3.0,4015.72
1045,504,13,2023-02-25,4.0,1359.73
1046,719,19,2023-02-11,4.0,1089.76
1047,48,12,2023-01-13,4.0,3930.39
1048,409,48,2023-02-15,2.0,3445.07
1049,932,25,2023-03-23,3.0,3420.84
1050,136,35,2023-02-02,3.0,2785.54
1051,201,12,2023-01-21,4.0,2839.71
1052,250,30,2023-03-21,1.0,3691.7
1053,314,5,2023-03-20,4.0,1386.51
1054,869,34,2023-02-26,2.0,1796.2
1055,368,22,2023-03-10,4.0,4364.6
1056,429,39,2023-03-11,3.0,1578.88
1057,830,13,2023-03-08,4.0,2754.23
1058,807,47,2023-02-17,1.0,3528.07
1059,480,3,2023-03-17,3.0,4999.63
1060,314,20,2023-02-02,1.0,2204.69
1061,500,31,2023-02-05,4.0,2169.06
1062,721,5,2023-02-02,3.0,4220.81
1063,355,24,2023-01-31,2.0,4037.24
1064,485,40,2023-01-21,3.0,3668.83
1065,211,33,2023-01-27,1.0,2342.99
1066,704,8,2023-03-13,3.0,1653.5
1067,44,24,2023-03-03,2.0,3063.22
1068,541,50,2023-01-26,2.0,4387.31
1069,571,20,2023-03-07,2.0,4424.7
1070,583,16,2023-01-12,2.0,587.07
1071,92,50,2023-01-22,1.0,2170.33
1072,265,12,2023-01-17,3.0,2350.37
1073,895,13,2023-01-07,4.0,4889.2
1074,220,45,2023-03-09,2.0,3406.09
1075,902,42,2023-02-06,4.0,2065.87
1076,925,39,2023-02-07,4.0,178.99
1077,442,25,2023-01-11,3.0,2848.66
1078,401,46,2023-01-01,4.0,525.58
1079,400,32,2023-01-25,4.0,4180.53
1080,727,24,2023-02-11,1.0,3774.97
1081,991,48,2023-02-21,4.0,2329.52
1082,899,47,2023-01-24,3.0,2174.59
1083,789,44,2023-02-22,4.0,4491.83
1084,576,9,2023-02-25,3.0,1477.87
1085,858,40,2023-03-04,2.0,1282.65
1086,804,50,2023-03-22,4.0,4699.03
1087,490,23,2023-01-08,4.0,4055.77
1088,485,50,2023-02-28,4.0,4112.1
1089,757,13,2023-02-14,2.0,1016.21
1090,470,32,2023-01-27,1.0,759.32
1091,574,50,2023-02-21,4.0,178.85
1092,938,15,2023-01-18,3.0,1223.36
1093,844,36,2023-03-27,1.0,3882.24
1094,682,49,2023-01-16,1.0,1238.19
1095,445,5,2023-03-07,1.0,3659.06
1096,269,22,2023-01-05,4.0,1296.95
1097,267,16,2023-03-23,2.0,2006.7
1098,54,41,2023-01-03,2.0,4916.65
1099,528,10,2023-03-22,4.0,1261.82
1100,520,24,2023-03-21,3.0,1913.03
1101,616,18,2023-03-11,3.0,1540.38
1102,59,49,2023-01-07,3.0,592.64
1103,825,18,2023-02-19,4.0,2474.98
1104,40,7,2023-01-14,2.0,1924.52
1105,237,4,2023-02-07,4.0,3489.69
1106,955,26,2023-03-20,2.0,4097.09
1107,386,5,2023-02-16,1.0,2744.04
1108,606,16,2023-02-02,4.0,209.37
1109,734,35,2023-02-12,2.0,3113.67
1110,716,26,2023-01-29,1.0,324.18
1111,650,18,2023-02-26,1.0,3100.96
1112,300,29,2023-01-05,4.0,3440.9
1113,395,23,2023-03-01,2.0,1028.95
1114,207,14,2023-03-11,1.0,4105.76
1115,336,15,2023-01-02,4.0,4559.87
1116,593,49,2023-03-11,1.0,4074.78
1117,730,33,2023-02-12,3.0,1560.29
1118,514,25,2023-01-04,4.0,2953.88
1119,178,21,2023-02-25,1.0,4578.33
1120,396,17,2023-02-28,4.0,1637.29
1121,371,23,2023-03-30,4.0,4109.14
1122,858,43,2023-01-09,2.0,96.9
1123,791,17,2023-01-03,2.0,68.05
1124,658,14,2023-03-31,1.0,3810.57
1125,318,29,2023-02-17,4.0,3819.17
1126,736,20,2023-02-12,4.0,3955.44
1127,369,30,2023-01-01,3.0,4653.63
1128,384,19,2023-02-26,4.0,633.64
1129,62,39,2023-02-22,2.0,1198.33
1130,806,13,2023-01-16,4.0,4523.44
1131,505,18,2023-02-20,2.0,927.32
1132,239,23,2023-03-16,3.0,3427.03
1133,195,46,2023-03-31,1.0,2675.79
1134,678,33,2023-02-24,2.0,461.81
1135,963,39,2023-01-01,1.0,1462.06
1136,222,40,2023-03-31,1.0,2625.84
1137,61,18,2023-01-28,1.0,4269.13
1138,129,9,2023-02-22,1.0,3552.32
1139,990,33,2023-02-27,2.0,3128.32
1140,685,32,2023-03-14,3.0,2505.36
1141,992,17,2023-03-01,4.0,1528.49
1142,156,19,2023-02-28,2.0,640.26
1143,917,27,2023-01-22,3.0,2074.93
1144,378,6,2023-01-08,4.0,191.17
1145,622,35,2023-02-18,1.0,1094.73
1146,781,37,2023-02-11,4.0,2190.79
1147,923,34,2023-01-27,4.0,2122.1
1148,868,20,2023-02-08,3.0,269.26
1149,903,25,2023-03-24,4.0,2965.85
1150,790,4,2023-01-25,1.0,2770.94
1151,586,10,2023-02-07,2.0,436.62
1152,999,10,2023-03-26,2.0,4718.66
1153,437,24,2023-01-24,3.0,541.94
1154,975,21,2023-01-24,1.0,4281.43
1155,207,11,2023-03-01,1.0,51.53
1156,388,27,2023-03-24,4.0,4417.29
1157,480,16,2023-02-19,3.0,147.61
1158,791,26,2023-03-07,1.0,3801.17
1159,887,30,2023-01-14,1.0,1840.37
1160,838,49,2023-02-22,1.0,3704.17
1161,984,16,2023-02-01,2.0,2038.64
1162,340,7,2023-02-17,2.0,400.99
1163,869,16,2023-02-08,2.0,3849.16
1164,340,35,2023-02-09,4.0,402.7
1165,204,16,2023-02-11,4.0,4614.5
1166,161,40,2023-03-18,4.0,302.32
1167,540,12,2023-03-17,1.0,2422.66
1168,392,35,2023-01-08,2.0,3629.02
1169,769,49,2023-03-20,1.0,1996.57
1170,677,21,2023-01-26,1.0,1125.31
1171,575,50,2023-01-12,3.0,3807.5
1172,534,43,2023-02-12,1.0,3932.26
1173,70,36,2023-02-20,4.0,4617.34
1174,893,48,2023-03-23,2.0,1912.02
1175,405,17,2023-03-04,2.0,2555.95
1176,608,32,2023-02-18,1.0,1847.49
1177,675,41,2023-01-27,4.0,1322.56
1178,591,6,2023-01-09,4.0,3767.61
1179,517,24,2023-02-08,4.0,1731.28
1180,828,27,2023-03-06,2.0,2169.34
1181,120,20,2023-03-12,4.0,2048.18
1182,814,25,2023-03-31,4.0,3577.67
1183,690,2,2023-03-12,1.0,4593.09
1184,688,9,2023-01-07,3.0,3350.44
1185,902,28,2023-03-13,4.0,2384.33
1186,217,38,2023-03-21,1.0,3907.07
1187,56,3,2023-03-08,1.0,3222.81
1188,366,20,2023-01-10,4.0,350.02
1189,699,6,2023-03-12,3.0,523.53
1190,504,39,2023-03-26,2.0,237.69
1191,744,33,2023-02-22,3.0,2311.24
1192,767,1,2023-03-28,4.0,4137.97
1193,925,37,2023-02-26,3.0,1599.76
1194,455,6,2023-03-27,1.0,1951.59
1195,104,45,2023-01-27,1.0,4551.91
1196,77,34,2023-02-23,3.0,4192.67
1197,230,47,2023-01-04,2.0,3341.99
1198,914,15,2023-03-29,3.0,1370.68
1199,258,45,2023-01-23,4.0,629.36
1200,264,26,2023-02-17,2.0,129.49
1201,331,14,2023-03-24,3.0,579.7
1202,993,7,2023-02-11,3.0,1498.35
1203,182,46,2023-01-03,2.0,2781.36
1204,893,31,2023-01-03,3.0,366.8
1205,768,24,2023-01-28,4.0,724.33
1206,550,31,2023-03-04,1.0,946.35
1207,688,29,2023-03-22,4.0,3178.31
1208,27,42,2023-01-31,3.0,3098.16
1209,276,32,2023-01-10,1.0,2776.29
1210,652,17,2023-02-18,2.0,1289.98
1211,299,14,2023-03-27,4.0,1887.04
1212,957,40,2023-01-21,2.0,528.61
1213,799,36,2023-02-22,1.0,1170.98
1214,91,48,2023-03-28,3.0,4493.64
1215,480,24,2023-03-17,1.0,4899.47
1216,573,45,2023-03-30,1.0,3255.91
1217,458,27,2023-02-23,2.0,4588.28
1218,451,25,2023-02-26,4.0,3231.57
1219,365,32,2023-01-20,1.0,214.32
1220,859,18,2023-02-18,3.0,4983.97
1221,675,46,2023-01-07,1.0,539.81
1222,351,18,2023-01-29,2.0,3429.08
1223,655,37,2023-02-17,4.0,1301.54
1224,400,26,2023-01-13,3.0,1990.31
1225,253,9,2023-01-03,2.0,3247.37
1226,781,35,2023-01-02,1.0,2210.61
1227,881,8,2023-01-16,1.0,1290.2
1228,803,20,2023-01-06,4.0,1705.51
1229,459,42,2023-02-14,2.0,1740.66
1230,699,22,2023-03-12,2.0,4798.65
1231,917,19,2023-01-05,4.0,4003.13
1232,499,30,2023-02-25,3.0,2319.82
1233,950,28,2023-03-12,2.0,1039.11
1234,971,35,2023-02-01,4.0,4064.53
1235,926,43,2023-02-18,2.0,828.05
1236,508,11,2023-01-13,4.0,1091.79
1237,304,31,2023-01-30,1.0,1861.77
1238,501,49,2023-01-25,1.0,4407.72
1239,803,48,2023-03-26,2.0,702.34
1240,598,39,2023-03-01,2.0,655.06
1241,166,36,2023-02-28,1.0,2495.18
1242,415,30,2023-03-26,3.0,1418.23
1243,462,23,2023-01-28,4.0,2865.2
1244,920,19,2023-02-27,3.0,2285.6
1245,114,12,2023-01-20,3.0,2203.05
1246,433,15,2023-02-03,3.0,604.27
1247,992,31,2023-01-05,1.0,748.2
1248,356,43,2023-03-23,2.0,4114.34
1249,928,37,2023-03-01,3.0,4435.12
1250,695,37,2023-02-12,1.0,1211.68
1251,207,15,2023-02-26,4.0,611.63
1252,768,29,2023-02-26,2.0,314.41
1253,235,50,2023-03-16,4.0,3061.07
1254,442,43,2023-02-23,3.0,3591.0
1255,355,26,2023-03-22,2.0,1895.41
1256,515,44,2023-02-14,3.0,3414.4
1257,208,2,2023-03-27,2.0,3579.15
1258,709,20,2023-02-06,3.0,4679.94
1259,853,15,2023-03-25,4.0,371.12
1260,125,4,2023-02-17,4.0,1001.84
1261,138,22,2023-02-23,3.0,389.2
1262,339,50,2023-02-17,2.0,4346.57
1263,537,38,2023-01-06,4.0,3973.31
1264,68,23,2023-02-03,2.0,2894.48
1265,573,26,2023-03-04,2.0,464.13
1266,541,11,2023-03-19,4.0,1402.9
1267,383,28,2023-02-17,1.0,1523.71
